OPTION CODE,OPTION CODE COMPAT,TYPE,DESCRIPTION,YEAR
CIPM1,GRH6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,GRH7,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,GRH8,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,HEF5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,HEF6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,IPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,NUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFA1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFA6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFC2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFC5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,OFM6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,PRF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SCR1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SCR2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SOH2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SOH3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SOH4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SPM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SPM3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,SPM5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,WBD3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,WBD4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,WBD5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,WBD6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,WBD7,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,WBD8,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM1,WBD9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CIPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CNUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CPAC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,IPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,NUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OFC5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OFM6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OR4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OR5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OT4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,OT5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM2,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,AHL2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CAB17,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CAHL2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CHS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CHS9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CIPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CIPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CNUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSW17,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CSW19,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,HS9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,IPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,IPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,NUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OFA1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OFC5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OFM6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OP1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OR4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OR5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OT4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,OT5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,PRF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SOH2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SOH3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SS1A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SS2A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SS3A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM3,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AHL2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AHW7,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AL1A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AL2A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,AL3A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CAB17,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CAB2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CAHL2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CHS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CHS9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CIPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CIPM3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CNUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSW17,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CSW19,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,HS9,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,IPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,IPM3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,NUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFA1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFA6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFC5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OFM6,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OP1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OP2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OP5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OR4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OR5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OT4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,OT5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,PRF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SOH2,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SOH3,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SOH4,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SS1A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SS2A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SS3A,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
CIPM4,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CPAC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CSP1,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP11,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP12,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CSP18,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP19,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP2,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CSP3,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP5,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP7,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CSP9,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CUP18,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH1,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,OFC2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,OFM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,OR2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,OT2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH1,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CPAC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CSP1,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP11,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP12,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CSP18,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP19,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP2,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CSP3,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP5,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP7,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CSP9,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CUP18,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH2,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,OFC2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,OFM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,OR2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,OT2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH2,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CPAC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CSP1,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP11,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP12,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CSP18,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP19,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP2,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CSP3,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP5,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP7,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CSP9,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CUP18,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
CLH3,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,OFC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,OFM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,OR1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,OT1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLH3,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CIPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CNUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CPAC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP11,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSW15,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSW16,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSW18,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSW20,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CSW26,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,GRH10,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
CLIG3,GRH11,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
CLIG3,GRH7,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
CLIG3,GRH8,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
CLIG3,IPM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,NUM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OFC1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OFC2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OFM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OFM2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OR1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OR2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OT1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,OT2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,SPM2,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
CLIG3,SPM3,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
CLIG3,SW15,BASECO,Options are compatible at LAND USE LEVEL,2025
CLIG3,SW16,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CBE4,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CBE5,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CCT10,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CCT6,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CGS16,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CGS23,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CGS24,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CHS4,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CHS5,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
CMOR1,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
